Date,AO,Q,parsed_backblast,region
"Jun 7, 2023",ao-the-colosseum,Bedpan,"
Bedpans 4-corner Shoulder Slam
DATE: 2023-06-07
AO:",f3crossroads
"Jun 7, 2023",downrange,Bronco,"
My 1st BRONCO experience 
DATE: 2023-06-07
AO: ao-t",f3crossroads
"Jun 7, 2023",downrange,Millville,"
Death By Dragon :dragon: Run (The Patriot) 
DATE: 2",f3crossroads
"Jun 7, 2023",3rd-f-qsource,Millville,"
PHT
DATE: 2023-06-07
AO: 3rd-f-qsource
Q: Millville",f3crossroads
"Jun 7, 2023",ao-the-ridge,Second City,"
Run Club
DATE: 2023-06-07
AO: ao-the-ridge
Q: Secon",f3crossroads
"Jun 7, 2023",ao-the-wood,Picasso,"
Bittersweet Morsel 
DATE: 2023-06-07
AO: ao-the-woo",f3crossroads
"Jun 7, 2023",ao-the-silo,Bronco,"
Bronco Beatdown @ The Silo
DATE: 2023-06-07
AO: ao-",f3crossroads
"Jun 6, 2023",ao-dmz,Trickle,"
Opening Day
DATE: 2023-06-06
AO: ao-dmz
Q: Trickle
",f3crossroads
"Jun 6, 2023",ao-the-colosseum,Homer Simpson,"
Homer's Basketball Beatdown
DATE: 2023-06-06
AO: ao",f3crossroads
"Jun 6, 2023",ao-three-rivers,Crabgrass,"
Crabgrass x 25
DATE: 2023-06-06
AO: ao-three-rivers",f3crossroads
"Jun 6, 2023",downrange,Slackbot,"
FIT in Denver
DATE: 2023-06-06
AO: downrange
Q: Sla",f3crossroads
"Jun 6, 2023",downrange,UPS,"
Big Bird's Schoolyard Beatdown 
DATE: 2023-06-06
AO",f3crossroads
"Jun 6, 2023",downrange,Flo,"
F3 St Louis - Gates of Fire
DATE: 2023-06-06
AO: do",f3crossroads
"Jun 6, 2023",downrange,F3CrossroadsIL,"
Is it really DR?
DATE: 2023-06-06
AO: downrange
Q: ",f3crossroads
"Jun 6, 2023",ao-black-diamond,Picasso,"
Picasso's BD :dragon: on Discipline 
DATE: 2023-06-",f3crossroads
"Jun 6, 2023",ao-the-ridge,Boston Butt,"
Love and Hate on the Hill
DATE: 2023-06-06
AO: ao-t",f3crossroads
"Jun 6, 2023",ao-the-wood,Binford,"
Mt Wood 
DATE: 2023-06-06
AO: ao-the-wood
Q: Binfor",f3crossroads
"Jun 5, 2023",ao-three-rivers-pm,FINCH,"
Finch fun beatdown 
DATE: 2023-06-05
AO: ao-three-r",f3crossroads
"Jun 5, 2023",ao-the-grove,Boston Butt,"
Doing Butt stuff
DATE: 2023-06-05
AO: ao-the-grove
",f3crossroads
"Jun 5, 2023",ao-buck-town,Bueller,"
Bueller’s four station VQ 
DATE: 2023-06-05
AO: ao-",f3crossroads
"Jun 5, 2023",ao-the-colosseum,Foundation,"
The Foundation of Running 
DATE: 2023-06-05
AO: ao-",f3crossroads
"Jun 5, 2023",downrange,UPS,"
 3 mile Ruck Club 
DATE: 2023-06-05
AO: downrange
Q",f3crossroads
"Jun 5, 2023",ao-the-ridge,Broomstick,"
Broomstick Ab Burner
DATE: 2023-06-05
AO: ao-the-ri",f3crossroads
"Jun 5, 2023",ao-the-wood,Dismissed,"
Dismissed SuperSized Beatdown
DATE: 2023-06-05
AO: ",f3crossroads
"Jun 3, 2023",ao-the-colosseum,Farmers Only,"
Farmer carry’s with Farmers Only
DATE: 2023-06-03
A",f3crossroads
"Jun 3, 2023",ao-da-grizz,Fire Hose,"
Army Physical Fitness Test
DATE: 2023-06-03
AO: ao-",f3crossroads
"Jun 3, 2023",downrange,Urkel,"
F3N Buzzsaw 
DATE: 2023-06-03
AO: downrange
Q: Urke",f3crossroads
"Jun 3, 2023",ao-the-ridge,Dilly Dilly,"
All 9’s
DATE: 2023-06-03
AO: ao-the-ridge
Q: Dilly ",f3crossroads
"Jun 3, 2023",ao-the-wood,Norm,"
Normy’s Rucky Club
DATE: 2023-06-03
AO: ao-the-wood",f3crossroads
"Jun 2, 2023",ao-the-colosseum,Homer Simpson,"
Homer Simpson’s Championship VQ
DATE: 2023-06-02
AO",f3crossroads
"Jun 2, 2023",3rd-f-qsource,Dismissed,"
Q Source Missionality
DATE: 2023-06-02
AO: 3rd-f-qs",f3crossroads
"Jun 2, 2023",ao-da-grizz,Dauber,"
Daubers simple and effective beatdown. 
DATE: 2023-",f3crossroads
"Jun 2, 2023",ao-three-rivers,Norm,"
Back back back it up
DATE: 2023-06-02
AO: ao-three-",f3crossroads
"Jun 2, 2023",downrange,Slackbot,"
Eclair’s VQ at The Firebird
DATE: 2023-06-02
AO: do",f3crossroads
"Jun 2, 2023",ao-the-olympiad,CarpetMulcher,"
Ladder Run
DATE: 2023-06-02
AO: ao-the-olympiad
Q: ",f3crossroads
"Jun 2, 2023",ao-the-ridge,Bronco,"
Bronco’s Leg Day
DATE: 2023-06-02
AO: ao-the-ridge
",f3crossroads
"Jun 1, 2023",ao-the-colosseum,Second City,"
Pull ups, Merkins, and Big Boys. Oh my. 
DATE: 2023",f3crossroads
"Jun 1, 2023",3rd-f-qsource,Dilly Dilly,"
Missionality led by Dilly Dilly at SB's
DATE: 2023-",f3crossroads
"Jun 1, 2023",ao-three-rivers,Yellow Card,"
Yellowcard Madness
DATE: 2023-06-01
AO: ao-three-ri",f3crossroads
"Jun 1, 2023",downrange,Slackbot,"
late start dark tower
DATE: 2023-06-01
AO: downrang",f3crossroads
"Jun 1, 2023",ao-the-olympiad,Foundation,"
Climbing ladders with Foundation
DATE: 2023-06-01
A",f3crossroads
"Jun 1, 2023",ao-the-ridge,TPS Report,"
TPS Party
DATE: 2023-06-01
AO: ao-the-ridge
Q: TPS ",f3crossroads
"May 31, 2023",ao-three-rivers-pm,Chum Bucket,"
Evening Stretch n Strength 
DATE: 2023-05-31
AO: ao",f3crossroads
"May 31, 2023",ao-buck-town,Webster,"
Sevens by Seven
DATE: 2023-05-31
AO: ao-buck-town
Q",f3crossroads
"May 31, 2023",ao-the-silo,Den Mother,"
Missionality @ The Silo
DATE: 2023-05-31
AO: ao-the",f3crossroads
"May 31, 2023",ao-the-colosseum,Dear Abby,"
Dear Abby’s Sports Ruck
DATE: 2023-05-31
AO: ao-the",f3crossroads
"May 31, 2023",3rd-f-qsource,Chum Bucket,"
Q2.3 Missionality
DATE: 2023-05-31
AO: 3rd-f-qsourc",f3crossroads
"May 31, 2023",downrange,Foreclosure,"
Nickels and Dimes @ The Patriot 
DATE: 2023-05-31
A",f3crossroads
"May 31, 2023",ao-the-ridge,BoilerUp,"
Run Club
DATE: 2023-05-31
AO: ao-the-ridge
Q: Boile",f3crossroads
"May 31, 2023",ao-the-wood,Millville,"
“The Hill,” An Out and Back
DATE: 2023-05-31
AO: ao",f3crossroads
"May 30, 2023",ao-the-colosseum,Skinner,"
Skinner's parking stall surprise
DATE: 2023-05-30
A",f3crossroads
"May 30, 2023",ao-three-rivers,BABYMOMMA,"
Babbby Bitch Slap
DATE: 2023-05-30
AO: ao-three-riv",f3crossroads
"May 30, 2023",downrange,Slackbot,"
late start outpost
DATE: 2023-05-30
AO: downrange
Q",f3crossroads
"May 30, 2023",ao-black-diamond,Blinky,"
“Burpees, Blockees, and Blinky’s”
DATE: 2023-05-30
",f3crossroads
"May 30, 2023",ao-the-ridge,Foundation,"
Foundations Abs on a string
DATE: 2023-05-30
AO: ao",f3crossroads
"May 30, 2023",ao-the-wood,Blinky,"
“Blockees, Burpees, and Blinky’s”
DATE: 2023-05-30
",f3crossroads
"May 30, 2023",ao-the-wood,Storm Chaser,"
Storm Chaser Gauntlet
DATE: 2023-05-30
AO: ao-the-w",f3crossroads
"May 29, 2023",ao-the-grove,5-Putt,"
5-Putt and the 3-Thang
DATE: 2023-05-29
AO: ao-the-",f3crossroads
"May 29, 2023",ao-buck-town,Gisele -,"
Unknown Solider’s Workout 
DATE: 2023-05-29
AO: ao-",f3crossroads
"May 29, 2023",ao-the-colosseum,Pull-up,"
1/4 Marathon Photo Shoot
DATE: 2023-05-29
AO: ao-th",f3crossroads
"May 29, 2023",ao-three-rivers-pm,Hot Lava,"
Hot Weather and Hot Lava! VQ
DATE: 2023-05-29
AO: a",f3crossroads
"May 29, 2023",downrange,Slackbot,"
DR BP Ruck
DATE: 2023-05-29
AO: downrange
Q: Slackb",f3crossroads
"May 29, 2023",ao-the-ridge,Blue Gill,"
Memorial Day Murph
DATE: 2023-05-29
AO: ao-the-ridg",f3crossroads
"May 29, 2023",ao-the-wood,FlashBang,"
Murph if The Wood
DATE: 2023-05-29
AO: ao-the-wood
",f3crossroads
"May 27, 2023",ao-the-colosseum,s,"
Hoops with Disco 
DATE: 2023-05-27
AO: ao-the-colos",f3crossroads
"May 27, 2023",ao-da-grizz,YellowPages,"
DATE: 2023-05-27
AO: #ao-da-grizz
Q: YellowPages
PA",f3crossroads
"May 27, 2023",downrange,Slackbot,"
RC at Buzzsaw
DATE: 2023-05-27
AO: downrange
Q: Sla",f3crossroads
"May 27, 2023",ao-the-ridge,Dauber,"
Memorial Day Saturday at The Ridge
DATE: 2023-05-27",f3crossroads
"May 27, 2023",ao-the-wood,Norm,"
Pre-Memorial Day Ruck
DATE: 2023-05-27
AO: ao-the-w",f3crossroads
"May 26, 2023",ao-the-colosseum,Bunker,"
Leightons Playlist is a banger
DATE: 2023-05-26
AO:",f3crossroads
"May 26, 2023",ao-da-grizz,Foreclosure,"
Foreclosures back and leg Dora 
DATE: 2023-05-26
AO",f3crossroads
"May 26, 2023",ao-three-rivers,CarpetMulcher,"
Carpets MANanniversary 
DATE: 2023-05-26
AO: ao-thr",f3crossroads
"May 26, 2023",downrange,Millville,"
Obliteration at The Fir3bird
DATE: 2023-05-26
AO: d",f3crossroads
"May 26, 2023",3rd-f-qsource,Ozark,"
Influence 
DATE: 2023-05-26
AO: 3rd-f-qsource
Q: Oz",f3crossroads
"May 26, 2023",ao-the-olympiad,Chum Bucket,"
Chum Bucket Field Day Run Club
DATE: 2023-05-26
AO:",f3crossroads
"May 26, 2023",ao-the-ridge,Dauber,"
CPT Dan Whitten
DATE: 2023-05-26
AO: ao-the-ridge
Q",f3crossroads
"May 25, 2023",ao-the-colosseum,Broomstick,"
Broomstick’s Tabata Ab Blaster
DATE: 2023-05-25
AO:",f3crossroads
"May 25, 2023",3rd-f-qsource,Gopher,"
Q2.2 Influence
DATE: 2023-05-25
AO: 3rd-f-qsource
Q",f3crossroads
"May 25, 2023",ao-three-rivers,Bedpan,"
Speakers are Coupons too 
DATE: 2023-05-25
AO: ao-t",f3crossroads
"May 25, 2023",ao-the-olympiad,Dauber,"
Burpees for SFC Elliot Robbins
DATE: 2023-05-25
AO:",f3crossroads
"May 25, 2023",ao-the-ridge,vern,"
No bears in sight
DATE: 2023-05-25
AO: ao-the-ridge",f3crossroads
"May 24, 2023",ao-buck-town,Ditka,"
21s
DATE: 2023-05-24
AO: ao-buck-town
Q: Ditka
PAX:",f3crossroads
"May 24, 2023",ao-the-silo,Dauber,"
To Honor 1LT Derek Hines.
DATE: 2023-05-24
AO: ao-t",f3crossroads
"May 24, 2023",ao-the-colosseum,Dilbert,"
Dilbert’s Awesome Ruck
DATE: 2023-05-24
AO: ao-the-",f3crossroads
"May 24, 2023",3rd-f-qsource,Dismissed,"
Q Source Q2. 2 Inspire
DATE: 2023-05-24
AO: 3rd-f-q",f3crossroads
"May 24, 2023",ao-three-rivers,Farmers Only,"
The Farmer Attack
DATE: 2023-05-24
AO: ao-three-riv",f3crossroads
"May 24, 2023",downrange,Boston Butt,"
A Panther’s Butt (BB @ F3 Naperville BP)
DATE: 2023",f3crossroads
"May 24, 2023",ao-the-ridge,Den Mother,"
Run Club
DATE: 2023-05-24
AO: ao-the-ridge
Q: Den M",f3crossroads
"May 24, 2023",ao-the-wood,Soft Hands,"
“Hard Circuits with Soft Hands”
DATE: 2023-05-24
AO",f3crossroads
"May 23, 2023",ao-the-colosseum,Dauber,"
Sergeant Keith Maupin Hero WOD
DATE: 2023-05-23
AO:",f3crossroads
"May 23, 2023",ao-three-rivers,Storm Chaser,"
Stormchasers Agility Course
DATE: 2023-05-23
AO: ao",f3crossroads
"May 23, 2023",downrange,Slackbot,"
Brizilan mofia at Outpost late start
DATE: 2023-05-",f3crossroads
"May 23, 2023",ao-black-diamond,Foreclosure,"
Track and (Pain)field
DATE: 2023-05-23
AO: ao-black",f3crossroads
"May 23, 2023",ao-the-ridge,Foundation,"
Foundations 2-Thang Bootcamp
DATE: 2023-05-23
AO: a",f3crossroads
"May 23, 2023",ao-the-wood,Hanger,"
Hanger Banger
DATE: 2023-05-23
AO: ao-the-wood
Q: H",f3crossroads
"May 22, 2023",ao-three-rivers-pm,Dauber,"
Honoring Sergeant Zachary Tellier
DATE: 2023-05-22
",f3crossroads
"May 22, 2023",ao-the-grove,Dauber,"
HERO at The Grove to honor Sergeant Edwardo Loredo
",f3crossroads
"May 22, 2023",ao-buck-town,5-Putt,"
5-putt Pearls on a String
DATE: 2023-05-22
AO: ao-b",f3crossroads
"May 22, 2023",ao-the-colosseum,s,"
Disco’s Run Club 
DATE: 2023-05-22
AO: ao-the-colos",f3crossroads
"May 22, 2023",downrange,Slackbot,"
DR at BP Ruck
DATE: 2023-05-22
AO: downrange
Q: Sla",f3crossroads
"May 22, 2023",ao-the-ridge,BABYMOMMA,"
BabyMommas Gauntlet of Heavy Stuff
DATE: 2023-05-22",f3crossroads
"May 22, 2023",ao-the-wood,FlashBang,"
The Devil of Ramadi
DATE: 2023-05-22
AO: ao-the-woo",f3crossroads
"May 20, 2023",ao-the-colosseum,Bunker,"
Leg Day!!!!
DATE: 2023-05-20
AO: ao-the-colosseum
Q",f3crossroads
"May 20, 2023",downrange,Slackbot,"
Bob Ross 70th bash at Outpost
DATE: 2023-05-20
AO: ",f3crossroads
"May 20, 2023",ao-the-ridge,Trojan,"
Daddy dodgeball
DATE: 2023-05-20
AO: ao-three-river",f3crossroads
"May 20, 2023",ao-the-wood,Foreclosure,"
Don’t Call It A Ruck Club
DATE: 2023-05-20
AO: ao-t",f3crossroads
"May 19, 2023",ao-the-colosseum,Dear Abby,"
Dear Abby Killed Us
DATE: 2023-05-19
AO: ao-the-col",f3crossroads
"May 19, 2023",3rd-f-qsource,Foreclosure,"
Q2.1 Impact 
DATE: 2023-05-19
AO: 3rd-f-qsource
Q: ",f3crossroads
"May 19, 2023",ao-da-grizz,Squidward,"
Co Q ultimate frisbee 
DATE: 2023-05-19
AO: ao-da-g",f3crossroads
"May 19, 2023",ao-three-rivers,Rooney,"
Gansta's Paradise Tabata
DATE: 2023-05-19
AO: ao-th",f3crossroads
"May 19, 2023",downrange,Slackbot,"
DR at LaLuz LG23
DATE: 2023-05-19
AO: downrange
Q: ",f3crossroads
"May 19, 2023",ao-the-olympiad,Boston Butt,"
90s run with the boys
DATE: 2023-05-19
AO: ao-the-o",f3crossroads
"May 19, 2023",ao-the-ridge,Woody,"
Woody’s Football Madness 
DATE: 2023-05-19
AO: ao-t",f3crossroads
"May 18, 2023",ao-the-colosseum,Pull-up,"
10,000 Pounds of Suck
DATE: 2023-05-18
AO: ao-the-c",f3crossroads
"May 18, 2023",3rd-f-qsource,Happy Camper,"
Happy Camper's IMPACT
DATE: 2023-05-18
AO: 3rd-f-qs",f3crossroads
"May 18, 2023",ao-three-rivers,Ditka,"
HCegrets Ab Burner
DATE: 2023-05-18
AO: ao-three-ri",f3crossroads
"May 18, 2023",downrange,Slackbot,"
DR at Mammoth - LG23
DATE: 2023-05-18
AO: downrange",f3crossroads
"May 18, 2023",downrange,Dilbert,"
still buckin at Dark Tower late start double tap
DA",f3crossroads
"May 18, 2023",ao-the-olympiad,Sparkler,"
Muscle of the Month Part 2
DATE: 2023-05-18
AO: ao-",f3crossroads
"May 18, 2023",ao-the-ridge,Foundation,"
Foundations Drop Set
DATE: 2023-05-18
AO: ao-the-ri",f3crossroads
"May 17, 2023",ao-three-rivers-pm,Bob Villa,"
Slow motion for ya!
DATE: 2023-05-17
AO: ao-three-r",f3crossroads
"May 17, 2023",ao-the-silo,Boston Butt,"
Whose Crazyer then KanYE
DATE: 2023-05-17
AO: ao-th",f3crossroads
"May 17, 2023",ao-the-colosseum,Bedpan,"
Bedpans recovery ruck
DATE: 2023-05-17
AO: ao-the-c",f3crossroads
"May 17, 2023",ao-buck-town,Piston,"
Piston’s Cherry Popper
DATE: 2023-05-17
AO: ao-buck",f3crossroads
"May 17, 2023",ao-the-ridge,Happy Camper,"
Run Club
DATE: 2023-05-17
AO: ao-the-ridge
Q: Happy",f3crossroads
"May 17, 2023",ao-the-wood,Ditka,"
“Running the Spine”
DATE: 2023-05-17
AO: ao-the-woo",f3crossroads
"May 16, 2023",ao-the-colosseum,Foundation,"
Foundations squirrel of a surprise
DATE: 2023-05-16",f3crossroads
"May 16, 2023",ao-three-rivers,Gopher,"
Bropher’s 3R WOW
DATE: 2023-05-16
AO: ao-three-rive",f3crossroads
"May 16, 2023",downrange,Slackbot,"
DR RC at OP - LG
DATE: 2023-05-16
AO: downrange
Q: ",f3crossroads
"May 16, 2023",downrange,Bedpan,"
DR late start at OP - LG23 double tap
DATE: 2023-05",f3crossroads
"May 16, 2023",ao-black-diamond,Jellystone,"
Jellystone's Black Diamond VQ
DATE: 2023-05-16
AO: ",f3crossroads
"May 16, 2023",ao-the-ridge,Soft Hands,"
Soft Hands - Bands
DATE: 2023-05-16
AO: ao-the-ridg",f3crossroads
"May 16, 2023",ao-the-wood,Rooney,"
Rooney’s Mountain of Pain
DATE: 2023-05-16
AO: ao-t",f3crossroads
"May 15, 2023",ao-three-rivers-pm,Farmers Only,"
Farmers Only Sophomore Q 
DATE: 2023-05-15
AO: ao-t",f3crossroads
"May 15, 2023",ao-buck-town,Webster,"
The splinter 
DATE: 2023-05-15
AO: ao-buck-town
Q: ",f3crossroads
"May 15, 2023",ao-the-colosseum,Happy Camper,"
Push it real good
DATE: 2023-05-15
AO: ao-the-colos",f3crossroads
"May 15, 2023",ao-the-grove,Dauber,"
Dauber’s Pearl Party
DATE: 2023-05-15
AO: ao-the-gr",f3crossroads
"May 15, 2023",downrange,Slackbot,"
DR BP Ruck Club - LG
DATE: 2023-05-15
AO: downrange",f3crossroads
"May 15, 2023",ao-the-ridge,Gopher,"
Gophers Hill WoW Impact burner 
DATE: 2023-05-15
AO",f3crossroads
"May 15, 2023",ao-the-wood,Millville,"
Not Worthy Monday
DATE: 2023-05-15
AO: ao-the-wood
",f3crossroads
"May 13, 2023",ao-the-colosseum,Soft Hands,"
Soft Hands Tour of TC
DATE: 2023-05-13
AO: ao-the-c",f3crossroads
"May 13, 2023",ao-da-grizz,Norm,"
Steal the heavies 
DATE: 2023-05-13
AO: ao-da-grizz",f3crossroads
"May 13, 2023",downrange,Slackbot,"
El Guapo's Soccer Clinic
DATE: 2023-05-13
AO: downr",f3crossroads
"May 13, 2023",downrange,Whaambulance (F3 Kankakee),"
Tip of the spear
DATE: 2023-05-13
AO: downrange
Q: ",f3crossroads
"May 13, 2023",ao-the-ridge,Foundation,"
The Ridge 5/13/23
DATE: 2023-05-13
AO: ao-the-ridge",f3crossroads
"May 13, 2023",ao-the-wood,Rooney,"
Rooney’s Rowdy Ruckus
DATE: 2023-05-13
AO: ao-the-w",f3crossroads
"May 13, 2023",ao-the-wood,f3crossroads-slackblast,"
Rooney’s Rowdy Ruckus
DATE: 2023-05-13
AO: ao-the-w",f3crossroads
"May 12, 2023",ao-the-colosseum,Foundation,"
The Return of Foundation Fridays
DATE: 2023-05-12
A",f3crossroads
"May 12, 2023",3rd-f-qsource,Soft Hands,"
Q2 Live right - Norma’s 
DATE: 2023-05-12
AO: 3rd-f",f3crossroads
"May 12, 2023",ao-da-grizz,Fish Sticks (F3),"
Fish sticks group Q 
DATE: 2023-05-12
AO: ao-da-gri",f3crossroads
"May 12, 2023",ao-three-rivers,Yellow Card,"
Biscuits and Gravy with a side of Coupon
DATE: 2023",f3crossroads
"May 12, 2023",ao-the-olympiad,Gopher,"
The A Team
DATE: 2023-05-12
AO: ao-the-olympiad
Q: ",f3crossroads
"May 12, 2023",ao-the-ridge,Skinner,"
Skinner Arm Burner
DATE: 2023-05-12
AO: ao-the-ridg",f3crossroads
"May 11, 2023",ao-the-colosseum,Den Mother,"
We Got Schooled by Den Mother
DATE: 2023-05-11
AO: ",f3crossroads
"May 11, 2023",3rd-f-qsource,Den Mother,"
Q2 Live Right - Southern Bells
DATE: 2023-05-11
AO:",f3crossroads
"May 11, 2023",ao-three-rivers,Meta,"
Next Exercise is “Seal Claps”
DATE: 2023-05-11
AO: ",f3crossroads
"May 11, 2023",downrange,Slackbot,"
late start dark tower
DATE: 2023-05-11
AO: downrang",f3crossroads
"May 11, 2023",downrange,Trickle,"
DMZ
DATE: 2023-05-11
AO: downrange
Q: Trickle
PAX: ",f3crossroads
"May 11, 2023",ao-the-olympiad,Norm,"
Norm’s tour of The O
DATE: 2023-05-11
AO: ao-the-ol",f3crossroads
"May 11, 2023",ao-the-ridge,Second Best,"
tacos tacos tacos
DATE: 2023-05-11
AO: ao-the-ridge",f3crossroads
"May 10, 2023",ao-three-rivers-pm,FINCH,"
Learning to Lead 
DATE: 2023-05-10
AO: ao-three-riv",f3crossroads
"May 10, 2023",ao-buck-town,Chum Bucket,"
Chum’s Strength and Stretch Lab
DATE: 2023-05-10
AO",f3crossroads
"May 10, 2023",ao-the-colosseum,Dear Abby,"
Dora Partner Ruck
DATE: 2023-05-10
AO: ao-the-colos",f3crossroads
"May 10, 2023",3rd-f-qsource,Squidward,"
QSource Living Right Ain’t Easy Living 
DATE: 2023-",f3crossroads
"May 10, 2023",downrange,Bedpan,"
On Q DR at BP 4:20
DATE: 2023-05-10
AO: downrange
Q",f3crossroads
"May 10, 2023",downrange,UPS,"
Transformation of A Sad Clown
DATE: 2023-05-10
AO: ",f3crossroads
"May 10, 2023",ao-the-silo,Silo,"
Silo @ The Silo
DATE: 2023-05-10
AO: ao-the-silo
Q:",f3crossroads
"May 10, 2023",ao-the-ridge,Pull-up,"
Run Club
DATE: 2023-05-10
AO: ao-the-ridge
Q: Pull-",f3crossroads
"May 10, 2023",ao-the-wood,Millville,"
Millville’s Hill Circuit Run Club Dub 
DATE: 2023-0",f3crossroads
"May 9, 2023",ao-the-colosseum,5-Putt,"
5-putts running scavenger hunt
DATE: 2023-05-09
AO:",f3crossroads
"May 9, 2023",ao-three-rivers,FlashBang,"
WOW that was tough
DATE: 2023-05-09
AO: ao-three-ri",f3crossroads
"May 9, 2023",downrange,Slackbot,"
late start outpost
DATE: 2023-05-09
AO: downrange
Q",f3crossroads
"May 9, 2023",ao-black-diamond,Foreclosure,"
Foreclosure's Sophomore Black Diamond Q in Romeovil",f3crossroads
"May 9, 2023",ao-the-ridge,Scat,"
Scat’s Corners
DATE: 2023-05-09
AO: ao-the-ridge
Q:",f3crossroads
"May 9, 2023",ao-the-wood,Spike Horn,"
Spikehorn’s murDORA
DATE: 2023-05-09
AO: ao-the-woo",f3crossroads
"May 8, 2023",ao-three-rivers-pm,Squidward,"
Couples Coupon Carry 
DATE: 2023-05-08
AO: ao-three",f3crossroads
"May 8, 2023",ao-the-grove,Mr. Belding,"
Belding’s Grove Grinder
DATE: 2023-05-08
AO: ao-the",f3crossroads
"May 8, 2023",ao-buck-town,Ditka,"
Ditka’s 11s and more
DATE: 2023-05-08
AO: ao-buck-t",f3crossroads
"May 8, 2023",ao-the-colosseum,Chum Bucket,"
Run it back
DATE: 2023-05-08
AO: ao-the-colosseum
Q",f3crossroads
"May 8, 2023",ao-da-grizz,YellowPages,"
Monday Ruck
DATE: 2023-05-08
AO: ao-da-grizz
Q: Yel",f3crossroads
"May 8, 2023",downrange,Slackbot,"
DR Ruck Club BP
DATE: 2023-05-08
AO: downrange
Q: S",f3crossroads
"May 8, 2023",ao-the-ridge,Quatro,"
Quatro’s WoW Pearls with a String
DATE: 2023-05-08
",f3crossroads
"May 8, 2023",ao-the-wood,Millville,"
Amrap Pain
DATE: 2023-05-08
AO: ao-the-wood
Q: Mill",f3crossroads
"May 6, 2023",ao-the-colosseum,Jellystone,"
Jelly stones gauntlet 
DATE: 2023-05-06
AO: ao-the-",f3crossroads
"May 6, 2023",downrange,Olive Oyl,"
Stay Classy San Diego Stokasaurus F3 Northern San D",f3crossroads
"May 6, 2023",ao-the-wood,Slackbot,"
Convergence Missed
DATE: 2023-05-06
AO: ao-the-wood",f3crossroads
"May 6, 2023",ao-the-wood,Pi 3.14 (F3 North Katy),"
F3 Plainfield Spring 2023 Convergence
DATE: 2023-05",f3crossroads
"May 5, 2023",ao-the-colosseum,The Worm,"
Cinco De Mayo w/ The Worm
DATE: 2023-05-05
AO: ao-t",f3crossroads
"May 5, 2023",ao-da-grizz,Foreclosure,"
Foreclosures traveling coupon 
DATE: 2023-05-05
AO:",f3crossroads
"May 5, 2023",ao-three-rivers,Squidward,"
Squids Maniversary
DATE: 2023-05-05
AO: ao-three-ri",f3crossroads
"May 5, 2023",downrange,F3CrossroadsIL,"
DR with F³ Katy at The Station
DATE: 2023-05-05
AO:",f3crossroads
"May 5, 2023",ao-the-olympiad,Pull-up,"
Pull Up Field Trip
DATE: 2023-05-05
AO: ao-the-olym",f3crossroads
"May 5, 2023",ao-the-ridge,Den Mother,"
Cinco de Mayo Beating
DATE: 2023-05-05
AO: ao-the-r",f3crossroads
"May 5, 2023",3rd-f-qsource,Foreclosure,"
Q1.12 Meeting 
DATE: 2023-05-05
AO: 3rd-f-qsource
Q",f3crossroads
"May 4, 2023",ao-the-colosseum,Broomstick,"
Schooled by Broomstick
DATE: 2023-05-04
AO: ao-the-",f3crossroads
"May 4, 2023",3rd-f-qsource,Dilly Dilly,"
Q-Source Meeting
DATE: 2023-05-04
AO: 3rd-f-qsource",f3crossroads
"May 4, 2023",ao-three-rivers,Foundation,"
May the Tabata B with You 
DATE: 2023-05-04
AO: ao-",f3crossroads
"May 4, 2023",downrange,Slackbot,"
Ruck at Citadel
DATE: 2023-05-04
AO: downrange
Q: S",f3crossroads
"May 4, 2023",downrange,F3CrossroadsIL,"
DR w/F³ Katy at The Island for Conducter's Birthday",f3crossroads
"May 4, 2023",ao-the-olympiad,Rooney,"
May the Fourth Be With You and Rooney
DATE: 2023-05",f3crossroads
"May 4, 2023",ao-the-ridge,Mr. Belding,"
Dora at the hill
DATE: 2023-05-04
AO: ao-the-ridge
",f3crossroads
"May 3, 2023",ao-three-rivers-pm,FINCH,"
Baseball Beatdown
DATE: 2023-05-03
AO: ao-three-riv",f3crossroads
"May 3, 2023",ao-the-silo,Slackbot,"
Dauber, Rinse, Repeat cont...
DATE: 2023-05-03
AO: ",f3crossroads
"May 3, 2023",ao-the-silo,Dauber,"
Dauber, Rinse, Repeat 
DATE: 2023-05-03
AO: ao-the-",f3crossroads
"May 3, 2023",ao-the-colosseum,Bunker,"
I CSAUP YOU CSAUP
DATE: 2023-05-03
AO: ao-the-colos",f3crossroads
"May 3, 2023",3rd-f-qsource,Dismissed,"
Q Source Meeting
DATE: 2023-05-03
AO: 3rd-f-qsource",f3crossroads
"May 3, 2023",downrange,Slackbot,"
Master blaster VQ 
DATE: 2023-05-03
AO: downrange
Q",f3crossroads
"May 3, 2023",downrange,Millville,"
Star Destroyer 
DATE: 2023-05-03
AO: downrange
Q: M",f3crossroads
"May 3, 2023",downrange,F3CrossroadsIL,"
F³ Katy KTX Express Sandbag BC
DATE: 2023-05-03
AO:",f3crossroads
"May 3, 2023",ao-the-ridge,Dilly Dilly,"
Run Club
DATE: 2023-05-03
AO: ao-the-ridge
Q: Dilly",f3crossroads
"May 3, 2023",ao-buck-town,Webster,"
Webster Tabata
DATE: 2023-05-03
AO: ao-buck-town
Q:",f3crossroads
